,#queryName,queryLength,firstQueryPos,lastQueryPos,hitName,hitLength,firstHitPos,lastHitPos,frame,hitDescription,numberOfHits,coverage,identity,evalue,score,hspLength,relIdentity
1517,4450_g,798,1.0,795.0,Q8IAZ2,491.0,208.0,466.0,1.0,Putative uncharacterized protein,7,0.27,62.0,1e-19,102.0,132.0,0.47
1518,4451_g,471,1.0,417.0,Q8IAZ3,266.0,120.0,258.0,1.0,Eukaryotic translation initiation factor ,30,0.52,113.0,3e-60,235.0,139.0,0.82
1519,4452_g,2211,472.0,2130.0,C6KSW0,360.0,17.0,330.0,1.0,Putative uncharacterized protein,6,0.33,72.0,7.999999999999999e-32,144.0,119.0,0.61
1520,4453_g,975,34.0,885.0,C6KTD4,328.0,11.0,299.0,1.0,Sec14-like cytosolic factor or phosphatidylinositol/phosphatidylcholine ,30,0.88,198.0,9.999999999999999e-116,421.0,289.0,0.69
1521,4454_g,768,4.0,750.0,C6KTD5,280.0,27.0,273.0,1.0,CPW-WPC family protein,30,0.9,144.0,2e-78,297.0,251.0,0.58
1522,4455_g,1197,544.0,1068.0,G8GVE7,764.0,175.0,378.0,1.0,Rhoptry neck protein-1,9,0.27,72.0,2.0000000000000002e-28,132.0,205.0,0.36
1523,4456_g,1208,741.0,1139.0,A5KAN6,772.0,620.0,752.0,3.0,Putative uncharacterized protein,12,0.17,79.0,8e-40,170.0,133.0,0.6
1524,4457_g,603,,,,,,,,,0,,,,,,
1525,4458_g,52,,,,,,,,,0,,,,,,
1526,4459_g,3546,1966.0,3543.0,Q7R998,478.0,3.0,478.0,1.0,Putative uncharacterized protein PY06966 ,21,1.1,318.0,2.0000000000000002e-162,579.0,527.0,0.61
1527,4460_g,1323,7.0,1125.0,Q8I283,832.0,449.0,820.0,1.0,Putative uncharacterized protein,6,0.46,137.0,8.999999999999998e-56,223.0,379.0,0.37
1528,4461_g,2244,46.0,1524.0,Q8I283,832.0,7.0,332.0,1.0,Putative uncharacterized protein,4,0.25,73.0,8e-10,71.0,207.0,0.36
1529,4462_g,4821,37.0,1287.0,Q8IL47,2113.0,260.0,1243.0,1.0,Putative uncharacterized protein,30,0.21,102.0,4e-15,90.0,441.0,0.24
1530,4463_g,1890,1.0,1881.0,B3L3K4,605.0,1.0,603.0,1.0,Putative uncharacterized protein,30,0.76,242.0,2e-133,481.0,457.0,0.53
1531,4464_g,2805,61.0,2805.0,Q8IJA4,1290.0,21.0,941.0,1.0,"RNA helicase, putative",30,0.48,515.0,0.0,954.0,624.0,0.83
1532,4465_g,4852,1672.0,4296.0,C6KT65,1989.0,26.0,914.0,1.0,"Transcription factor with AP2 domain(S), ",13,0.48,260.0,2e-59,237.0,951.0,0.28
1533,4466_g,3288,1696.0,3282.0,C6KSS4,861.0,192.0,650.0,1.0,Putative uncharacterized protein,7,0.16,91.0,2e-37,164.0,142.0,0.65
1534,4467_g,84,,,,,,,,,0,,,,,,
1535,4468_g,861,,,,,,,,,0,,,,,,
1536,4469_g,774,,,,,,,,,0,,,,,,
1537,4470_g,927,,,,,,,,,0,,,,,,
1538,4471_g,2334,64.0,990.0,Q7RST7,683.0,8.0,301.0,1.0,Streptococcus pyogenes AMV258,7,0.46,124.0,1.9999999999999998e-42,180.0,314.0,0.4
1539,4472_g,1512,55.0,1491.0,B3LCD1,651.0,14.0,508.0,1.0,Putative uncharacterized protein,8,0.76,241.0,7.999999999999999e-122,442.0,496.0,0.49
1540,4473_g,42,,,,,,,,,0,,,,,,
1541,4474_g,1377,1.0,1371.0,Q7RPF8,437.0,1.0,433.0,1.0,Putative uncharacterized protein PY01501 ,7,0.85,158.0,1e-67,262.0,370.0,0.43
1542,4475_g,1953,1.0,1950.0,C6KT07,625.0,1.0,625.0,1.0,Putative uncharacterized protein,6,1.11,209.0,4e-48,198.0,695.0,0.31
1543,4476_g,2274,64.0,2268.0,Q5CK96,1030.0,388.0,1027.0,1.0,"1,4-alpha-glucan branching enzyme",30,0.49,282.0,7e-177,626.0,507.0,0.56
1544,4477_g,1023,1.0,1005.0,Q4Z582,407.0,59.0,405.0,1.0,Putative uncharacterized protein,14,0.86,235.0,9.999999999999999e-116,421.0,352.0,0.67
1545,4478_g,223,17.0,214.0,B3L8K8,461.0,395.0,461.0,2.0,Putative uncharacterized protein,5,0.15,37.0,1e-12,77.0,67.0,0.56
1546,4479_g,1218,1.0,1215.0,A5K827,411.0,1.0,411.0,1.0,"Elongation factor 1-gamma, putative",30,1.0,285.0,7.999999999999999e-152,542.0,411.0,0.7
1547,4480_g,21,,,,,,,,,0,,,,,,
1548,4481_g,164,,,,,,,,,0,,,,,,
1549,4482_g,444,5.0,280.0,B4KF14,573.0,10.0,264.0,-3.0,GI12165,2,0.16,41.0,1e-16,90.0,92.0,0.45
1550,4483_g,147,,,,,,,,,0,,,,,,
1551,4484_g,789,1.0,645.0,Q4Z0Y6,381.0,1.0,214.0,1.0,"Transcription initiation factor iie, alpha ",18,0.56,149.0,3e-88,330.0,215.0,0.7
1552,4485_g,4544,1099.0,4542.0,Q8ILR0,1166.0,268.0,1157.0,1.0,Putative uncharacterized protein,7,0.27,107.0,7e-36,159.0,314.0,0.35
1553,4486_g,3051,1.0,3021.0,Q8IJV9,1296.0,1.0,1181.0,1.0,Conserved Plasmodium membrane protein ,6,0.18,119.0,3e-38,166.0,231.0,0.52
1554,4487_g,3696,829.0,3612.0,Q4Y998,845.0,17.0,828.0,1.0,"ATPase, putative",30,1.08,430.0,0.0,714.0,911.0,0.48
1555,4488_g,534,,,,,,,,,0,,,,,,
1556,4489_g,393,,,,,,,,,0,,,,,,
1557,4490_g,2283,1.0,936.0,Q8IBP2,269.0,1.0,265.0,1.0,Putative uncharacterized protein,8,0.41,76.0,2e-37,163.0,110.0,0.7
1558,4491_g,975,,,,,,,,,0,,,,,,
1559,4492_g,432,1.0,423.0,O97241,142.0,1.0,141.0,1.0,"Ubiquitin conjugating enzyme E2, putative ",30,0.99,120.0,4e-65,251.0,141.0,0.86
1560,4493_g,609,,,,,,,,,0,,,,,,
1561,4494_g,534,4.0,510.0,F6VPV3,274.0,56.0,216.0,1.0,Uncharacterized protein (Fragment),30,0.63,67.0,8e-20,101.0,172.0,0.39
1562,4495_g,1020,28.0,897.0,H0ZE65,608.0,253.0,608.0,1.0,Uncharacterized protein (Fragment),30,0.59,133.0,2e-47,195.0,356.0,0.38
1563,4496_g,477,22.0,447.0,Q9YTU4,374.0,134.0,272.0,1.0,Envelope protein (Fragment),30,0.39,52.0,9e-08,61.0,147.0,0.36
1564,4497_g,231,,,,,,,,,0,,,,,,
1565,4498_g,2088,1.0,1632.0,Q8IL92,766.0,1.0,524.0,1.0,"Pantothenate kinase, putative",30,0.77,157.0,1e-41,177.0,590.0,0.27
1566,4499_g,4443,478.0,3393.0,Q8IIJ5,1784.0,26.0,977.0,1.0,Conserved Plasmodium protein,5,0.19,104.0,2e-18,101.0,346.0,0.31
1567,4500_g,1416,379.0,684.0,Q4YVX3,782.0,92.0,193.0,1.0,Putative uncharacterized protein (Fragment) ,5,0.13,66.0,1e-22,113.0,102.0,0.65
1568,4501_g,1959,400.0,1842.0,Q4XZL4,817.0,349.0,706.0,1.0,Putative uncharacterized protein (Fragment) ,6,0.59,144.0,3e-39,169.0,483.0,0.3
1569,4502_g,174,,,,,,,,,0,,,,,,
1570,4503_g,1314,448.0,1308.0,Q8IE29,532.0,226.0,531.0,1.0,Putative uncharacterized protein,8,0.58,135.0,4e-74,284.0,306.0,0.45
1571,4504_g,522,58.0,420.0,Q8IHP9,2940.0,2791.0,2932.0,1.0,Sporozoite asparagine-rich protein,8,0.05,80.0,2e-35,153.0,142.0,0.57
1572,4505_g,1008,1.0,354.0,Q8I241,249.0,1.0,118.0,1.0,"DNA-directed RNA polymerase 2, putative ",30,0.47,91.0,5e-52,210.0,118.0,0.78
1573,4506_g,447,13.0,426.0,Q4Y0Y2,139.0,1.0,137.0,1.0,"Hepatopoietin-like protein, putative",30,1.01,88.0,2.9999999999999997e-47,192.0,141.0,0.63
1574,4507_g,362,1.0,171.0,Q8I243,934.0,1.0,57.0,1.0,Selenocysteine-specific elongation factor ,30,0.06,54.0,5e-24,115.0,57.0,0.95
1575,4508_g,1377,775.0,1263.0,G0QTH0,330.0,14.0,176.0,1.0,Protein kinase domain protein,30,0.5,54.0,2e-14,86.0,165.0,0.33
1576,4509_g,309,1.0,270.0,Q8I619,2158.0,2051.0,2140.0,1.0,Conserved Plasmodium protein,30,0.04,65.0,1.9999999999999998e-32,143.0,90.0,0.73
1577,4510_g,1731,181.0,564.0,A5K0C8,2067.0,1301.0,1416.0,1.0,Putative uncharacterized protein,1,0.06,45.0,1e-06,60.0,133.0,0.34
1578,4511_g,51,,,,,,,,,0,,,,,,
1579,4512_g,3717,13.0,3663.0,Q7RKG5,1261.0,13.0,1225.0,1.0,G/T mismatch binding protein-related,30,0.98,857.0,0.0,1692.0,1237.0,0.7
1580,4513_g,1389,,,,,,,,,0,,,,,,
1581,4514_g,1560,,,,,,,,,0,,,,,,
1582,4515_g,933,322.0,903.0,Q7RRJ5,379.0,127.0,326.0,1.0,Putative uncharacterized protein PY00724 ,6,0.54,92.0,1.0000000000000001e-39,169.0,204.0,0.46
1583,4516_g,3192,634.0,3183.0,Q8I3W4,1128.0,209.0,1126.0,1.0,"Asparagine-tRNA ligase, putative",30,0.75,308.0,3e-135,488.0,846.0,0.37
1584,4517_g,1857,187.0,1842.0,Q8IE53,672.0,16.0,574.0,1.0,"AMP deaminase, putative",30,0.83,384.0,0.0,785.0,560.0,0.69
1585,4518_g,2177,111.0,2171.0,Q8IKY9,851.0,180.0,850.0,3.0,"SEL-1 protein, putative",30,0.83,466.0,0.0,818.0,708.0,0.66
1586,4519_g,3357,1.0,3324.0,Q8IBN9,952.0,1.0,900.0,1.0,Putative uncharacterized protein,12,0.21,109.0,7e-51,208.0,203.0,0.54
1587,4520_g,1689,1.0,279.0,C6KSN0,592.0,1.0,93.0,1.0,Putative uncharacterized protein,6,0.16,58.0,6e-26,124.0,93.0,0.63
1588,4521_g,2427,,,,,,,,,0,,,,,,
1589,4522_g,66,,,,,,,,,0,,,,,,
1590,4523_g,2145,490.0,2142.0,Q8IL46,724.0,92.0,684.0,1.0,"Protein prenyltransferase alpha subunit, ",30,0.82,277.0,5e-131,474.0,596.0,0.47
1591,4524_g,352,109.0,351.0,Q7RIH8,362.0,28.0,108.0,1.0,"Ser/Thr protein phosphatase, putative ",22,0.22,60.0,1.0000000000000001e-28,130.0,81.0,0.75
1592,4525_g,699,1.0,585.0,Q8IKE5,358.0,129.0,323.0,1.0,"Protein phosphatase, putative",28,0.54,103.0,4e-59,233.0,195.0,0.53
1593,4526_g,1269,,,,,,,,,0,,,,,,
1594,4527_g,3760,85.0,3651.0,Q8IBZ6,2729.0,5.0,1236.0,1.0,Cg2 protein,19,0.11,143.0,2e-76,293.0,294.0,0.49
1595,4528_g,4448,636.0,4433.0,Q8I564,1031.0,54.0,953.0,3.0,"RNA-processing protein, putative",30,0.66,205.0,1.9999999999999998e-91,343.0,677.0,0.31
1596,4529_g,4101,22.0,909.0,Q7RMS2,961.0,584.0,836.0,1.0,CCAAT-box DNA binding protein subunit ,4,0.32,81.0,7e-16,92.0,305.0,0.27
1597,4530_g,654,16.0,618.0,F4PQK0,1134.0,383.0,583.0,1.0,Putative uncharacterized protein,1,0.19,56.0,9e-06,55.0,221.0,0.26
1598,4531_g,546,,,,,,,,,0,,,,,,
1599,4532_g,969,295.0,855.0,Q963C0,478.0,125.0,302.0,1.0,Pf52,4,0.39,50.0,6e-07,60.0,188.0,0.27
1600,4533_g,4608,1837.0,4602.0,Q8IHP7,1361.0,553.0,1360.0,1.0,Conserved Plasmodium protein,21,0.35,227.0,1e-98,368.0,475.0,0.48
1601,4534_g,300,,,,,,,,,0,,,,,,
1602,4535_g,1914,577.0,1587.0,Q8I3S4,1276.0,916.0,1244.0,1.0,"WD-repeat protein, putative",30,0.26,258.0,4e-160,570.0,337.0,0.77
1603,4536_g,1608,1.0,456.0,A5K9H2,1240.0,297.0,452.0,1.0,Putative uncharacterized protein,30,0.13,113.0,4e-51,208.0,156.0,0.73
1604,4537_g,1094,,,,,,,,,0,,,,,,
1605,4538_g,570,,,,,,,,,0,,,,,,
1606,4539_g,1305,38.0,1281.0,G1MTC3,595.0,247.0,552.0,1.0,Uncharacterized protein (Fragment),30,0.3,116.0,1.0000000000000001e-45,189.0,177.0,0.66
1607,4540_g,1239,340.0,1191.0,Q8ILD7,444.0,65.0,334.0,1.0,Putative uncharacterized protein,30,0.64,166.0,1e-77,295.0,284.0,0.59
1608,4541_g,1230,13.0,1125.0,Q8ILD6,1195.0,808.0,1188.0,1.0,Putative uncharacterized protein,6,0.32,192.0,2.0000000000000002e-82,311.0,384.0,0.5
1609,4542_g,366,,,,,,,,,0,,,,,,
1610,4543_g,1302,526.0,1290.0,Q8IJ84,871.0,126.0,396.0,1.0,Conserved Plasmodium protein,4,0.31,109.0,1.9999999999999998e-50,205.0,273.0,0.4
1611,4544_g,2175,1.0,2154.0,Q9UQG0,969.0,96.0,805.0,1.0,HERV-K_3q27.3 provirus ancestral Pol protein ,30,0.75,302.0,3.9999999999999994e-142,511.0,728.0,0.42
1612,4545_g,1989,724.0,1959.0,H0ZYE8,236.0,1.0,166.0,1.0,Uncharacterized protein (Fragment),30,0.49,84.0,5e-42,178.0,116.0,0.73
1613,4546_g,1104,198.0,1013.0,F1QEN8,1039.0,304.0,594.0,-2.0,Uncharacterized protein (Fragment),1,0.29,73.0,4e-07,61.0,298.0,0.25
1614,4547_g,552,370.0,486.0,H0ZWC3,211.0,18.0,56.0,-1.0,Uncharacterized protein (Fragment),7,0.18,31.0,5e-08,62.0,39.0,0.8
1615,4548_g,1092,364.0,513.0,H0Z5G8,496.0,134.0,182.0,-1.0,Uncharacterized protein (Fragment),2,0.1,32.0,4e-06,58.0,50.0,0.64
1616,4549_g,3434,84.0,3080.0,A5K516,1740.0,576.0,1678.0,3.0,Putative uncharacterized protein,30,0.42,366.0,1.0000000000000001e-163,583.0,735.0,0.5
1617,4550_g,1779,1.0,1764.0,O77330,610.0,1.0,598.0,1.0,Asparagine synthetase,30,0.99,449.0,0.0,902.0,602.0,0.75
1618,4551_g,1659,241.0,1470.0,Q4XZI7,938.0,83.0,498.0,1.0,"Elongation factor G, putative",30,0.45,276.0,2e-143,514.0,420.0,0.66
1619,4552_g,984,1.0,981.0,Q4XZI7,938.0,527.0,892.0,1.0,"Elongation factor G, putative",30,0.43,221.0,5e-92,343.0,402.0,0.55
1620,4553_g,3753,25.0,3750.0,Q8I5U5,901.0,8.0,901.0,1.0,Conserved Plasmodium protein,30,0.41,165.0,2e-87,330.0,368.0,0.45
1621,4554_g,1155,127.0,804.0,Q4YRN9,324.0,154.0,321.0,1.0,"RNA helicase , putative (Fragment)",5,0.23,39.0,1e-12,79.0,76.0,0.52
1622,4555_g,2796,349.0,2109.0,Q4Y102,957.0,453.0,956.0,1.0,Putative uncharacterized protein (Fragment) ,8,0.24,104.0,5e-34,152.0,227.0,0.46
1623,4556_g,2991,1.0,2646.0,Q8IKF3,862.0,1.0,659.0,1.0,Putative uncharacterized protein,30,0.21,156.0,1e-79,304.0,183.0,0.86
1624,4557_g,675,,,,,,,,,0,,,,,,
1625,4558_g,1164,1.0,1161.0,C6KST9,465.0,102.0,465.0,1.0,"Citrate synthase-like protein, putative ",30,0.86,144.0,4e-51,207.0,399.0,0.37
1626,4559_g,123,,,,,,,,,0,,,,,,
1627,4560_g,4026,1342.0,3870.0,Q7R8D5,962.0,9.0,926.0,1.0,"RNase H, putative (Fragment)",30,1.01,297.0,1.9999999999999998e-110,406.0,970.0,0.31
1628,4561_g,3570,133.0,2985.0,Q7RP00,901.0,36.0,772.0,1.0,Arabidopsis thaliana MXI22.1-related,30,0.26,150.0,4e-85,322.0,237.0,0.64
1629,4562_g,846,373.0,795.0,B3LBS3,495.0,260.0,408.0,1.0,Putative uncharacterized protein,6,0.3,83.0,3e-08,64.0,150.0,0.56
1630,4563_g,1566,1.0,1563.0,Q4Y2D5,526.0,1.0,526.0,1.0,Putative uncharacterized protein,30,1.0,279.0,5e-160,570.0,527.0,0.53
1631,4564_g,2127,715.0,2124.0,Q8IIL1,793.0,282.0,793.0,1.0,Conserved Plasmodium protein,23,0.65,329.0,0.0,643.0,516.0,0.64
1632,4565_g,414,,,,,,,,,0,,,,,,
1633,4566_g,2049,292.0,2046.0,Q8I246,575.0,11.0,575.0,1.0,"Phenylalanyl-tRNA synthetase beta chain, ",30,1.03,378.0,0.0,691.0,594.0,0.64
1634,4567_g,945,,,,,,,,,0,,,,,,
1635,4568_g,2016,1.0,2010.0,Q8IHX8,1870.0,1.0,840.0,1.0,Conserved Plasmodium protein,7,0.11,72.0,1e-20,107.0,201.0,0.36
1636,4569_g,2571,1507.0,2370.0,B3KZG0,701.0,400.0,681.0,1.0,Putative uncharacterized protein,15,0.41,106.0,2e-47,197.0,288.0,0.37
1637,4570_g,1422,976.0,1374.0,B3L890,347.0,176.0,330.0,1.0,Putative uncharacterized protein,13,0.45,65.0,2e-22,112.0,155.0,0.42
1638,4571_g,246,1.0,240.0,Q8IDJ7,93.0,8.0,87.0,1.0,"Small nuclear ribonucleoprotein, putative ",30,0.86,60.0,3e-28,129.0,80.0,0.75
1639,4572_g,891,604.0,888.0,Q4Z4V4,211.0,118.0,211.0,1.0,Putative uncharacterized protein,6,0.45,57.0,2.0000000000000002e-24,118.0,95.0,0.6
1640,4573_g,1347,,,,,,,,,0,,,,,,
1641,4574_g,833,6.0,542.0,Q9GVA8,328.0,94.0,323.0,3.0,Erythrocyte membrane-associated antigen ,11,0.55,44.0,1e-08,65.0,179.0,0.25
1642,4575_g,565,427.0,564.0,B0X0A9,530.0,19.0,70.0,-2.0,Putative uncharacterized protein (Fragment) ,1,0.1,30.0,8e-06,55.0,52.0,0.58
1643,4576_g,1986,1084.0,1887.0,C6KSR3,663.0,180.0,434.0,1.0,"Polypyrimidine tract binding protein, ",30,0.41,137.0,8e-68,264.0,271.0,0.51
1644,4577_g,417,1.0,249.0,Q8IIB1,214.0,29.0,106.0,1.0,Conserved Plasmodium protein,1,0.39,35.0,1e-07,60.0,83.0,0.43
1645,4578_g,39,,,,,,,,,0,,,,,,
1646,4579_g,2652,328.0,2625.0,C6KSY4,853.0,85.0,847.0,1.0,Organic anion transporter,11,0.35,148.0,5e-73,281.0,299.0,0.5
1647,4580_g,788,350.0,776.0,Q7R8S9,172.0,14.0,172.0,3.0,Small GTPase rab11-related,30,0.64,100.0,1e-52,201.0,110.0,0.91
1648,4581_g,426,,,,,,,,,0,,,,,,
1649,4582_g,1437,10.0,1428.0,Q7RJ92,484.0,3.0,473.0,1.0,Unnamed protein product,30,0.98,395.0,0.0,805.0,473.0,0.84
1650,4583_g,1281,94.0,1206.0,Q8IB44,514.0,19.0,389.0,1.0,Putative uncharacterized protein,30,0.72,272.0,1e-156,558.0,371.0,0.74
1651,4584_g,27,,,,,,,,,0,,,,,,
1652,4585_g,1485,16.0,1482.0,Q8IE13,481.0,1.0,481.0,1.0,CPW-WPC family protein,30,1.04,229.0,1e-121,442.0,502.0,0.46
1653,4586_g,2997,130.0,2991.0,B3L5V5,952.0,39.0,945.0,1.0,Putative uncharacterized protein,25,0.81,313.0,1e-141,510.0,772.0,0.41
1654,4587_g,222,,,,,,,,,0,,,,,,
1655,4588_g,447,262.0,438.0,H0Z7D7,1086.0,1028.0,1086.0,-1.0,Uncharacterized protein (Fragment),30,0.05,55.0,1e-22,110.0,59.0,0.94
1656,4589_g,213,1.0,195.0,Q8BQH1,180.0,91.0,155.0,1.0,Putative uncharacterized protein (Fragment) ,30,0.36,40.0,5e-13,78.0,65.0,0.62
1657,4590_g,600,,,,,,,,,0,,,,,,
1658,4591_g,63,,,,,,,,,0,,,,,,
1659,4592_g,72,,,,,,,,,0,,,,,,
1660,4593_g,420,,,,,,,,,0,,,,,,
1661,4594_g,750,,,,,,,,,0,,,,,,
1662,4595_g,1473,502.0,942.0,H0ZVV9,144.0,2.0,144.0,1.0,Uncharacterized protein (Fragment),30,1.02,104.0,2.0000000000000003e-49,202.0,147.0,0.71
1663,4596_g,1203,52.0,1170.0,B3L9Y9,402.0,18.0,401.0,1.0,Putative uncharacterized protein,8,0.97,150.0,2e-70,271.0,390.0,0.39
1664,4597_g,1347,169.0,1338.0,G0R1R1,504.0,81.0,454.0,1.0,Putative uncharacterized protein,30,0.79,85.0,5e-11,74.0,396.0,0.22
1665,4598_g,201,10.0,168.0,Q8IIK6,293.0,202.0,238.0,1.0,Conserved Plasmodium membrane protein ,1,0.18,29.0,6e-06,55.0,53.0,0.55
1666,4599_g,669,217.0,666.0,Q8I318,168.0,19.0,168.0,1.0,Putative uncharacterized protein,23,0.89,119.0,2e-64,250.0,150.0,0.8
1667,4600_g,3060,130.0,3015.0,Q8I4Y9,1296.0,311.0,1263.0,1.0,Conserved Plasmodium protein,12,0.44,208.0,2.9999999999999997e-91,342.0,564.0,0.37
1668,4601_g,2109,934.0,1863.0,G0QMF1,943.0,470.0,840.0,1.0,Putative uncharacterized protein,1,0.29,64.0,1e-06,61.0,270.0,0.24
1669,4602_g,1343,150.0,419.0,Q4XW97,127.0,19.0,108.0,3.0,Putative uncharacterized protein (Fragment) ,5,0.71,59.0,1e-14,87.0,90.0,0.66
1670,4603_g,2520,187.0,2508.0,Q8IDV9,903.0,57.0,779.0,1.0,"Exoribonuclease, putative",30,0.17,110.0,1e-58,234.0,150.0,0.74
1671,4604_g,3735,1.0,3150.0,Q4XNB7,960.0,1.0,960.0,1.0,"Cg7 protein, putative (Fragment)",6,1.17,406.0,3.0000000000000005e-131,475.0,1119.0,0.37
1672,4605_g,384,1.0,144.0,H1A1A8,224.0,48.0,121.0,1.0,Uncharacterized protein (Fragment),15,0.33,38.0,6e-10,68.0,74.0,0.52
1673,4606_g,336,,,,,,,,,0,,,,,,
1674,4607_g,576,,,,,,,,,0,,,,,,
1675,4608_g,306,,,,,,,,,0,,,,,,
1676,4609_g,4044,16.0,4035.0,Q8I3H0,1906.0,698.0,1903.0,1.0,Putative uncharacterized protein,30,0.22,255.0,2.0000000000000001e-112,413.0,415.0,0.62
1677,4610_g,60,,,,,,,,,0,,,,,,
1678,4611_g,345,,,,,,,,,0,,,,,,
1679,4612_g,2052,157.0,2034.0,Q4YTI4,571.0,15.0,569.0,1.0,"Zinc finger protein, putative",30,1.13,329.0,2e-148,531.0,647.0,0.51
1680,4613_g,1233,,,,,,,,,0,,,,,,
1681,4614_g,252,,,,,,,,,0,,,,,,
1682,4615_g,477,,,,,,,,,0,,,,,,
1683,4616_g,1203,,,,,,,,,0,,,,,,
1684,4617_g,3624,574.0,3603.0,Q8IE49,2356.0,23.0,1043.0,1.0,DNA-directed RNA polymerase,30,0.43,697.0,0.0,1413.0,1022.0,0.69
1685,4618_g,105,,,,,,,,,0,,,,,,
1686,4619_g,2946,445.0,1887.0,Q8IKG5,579.0,181.0,570.0,1.0,Putative uncharacterized protein,30,0.46,128.0,8e-64,251.0,269.0,0.48
1687,4620_g,2417,720.0,2252.0,C0H4T4,1297.0,378.0,1069.0,3.0,Putative uncharacterized protein MAL8P1.112:exon:3 ,6,0.22,114.0,1.0000000000000001e-39,171.0,281.0,0.41
1688,4621_g,1584,4.0,1575.0,Q8IKC5,499.0,19.0,499.0,1.0,"Diacylglycerol kinase, putative",30,0.72,228.0,8.000000000000001e-131,473.0,360.0,0.64
1689,4622_g,4394,27.0,4382.0,B3LD48,5386.0,884.0,5280.0,3.0,Putative uncharacterized protein,30,0.11,274.0,1.9999999999999998e-110,407.0,605.0,0.46
1690,4623_g,2741,1236.0,2708.0,Q8IHV2,1012.0,420.0,905.0,3.0,Conserved Plasmodium protein,30,0.49,249.0,4e-125,454.0,491.0,0.51
1691,4624_g,57,,,,,,,,,0,,,,,,
1692,4625_g,717,4.0,678.0,Q4YVE4,231.0,6.0,227.0,1.0,"60S ribosomal subunit protein L6e, putative ",30,0.97,115.0,6.9999999999999995e-40,169.0,225.0,0.52
1693,4626_g,747,94.0,714.0,B3L8L1,506.0,34.0,240.0,1.0,"Proteasome regulatory component, putative ",30,0.41,153.0,4.0000000000000003e-81,306.0,207.0,0.74
1694,4627_g,612,1.0,576.0,Q8IDV2,503.0,300.0,491.0,1.0,"Proteasome regulatory component, putative ",30,0.38,169.0,9.000000000000001e-82,307.0,192.0,0.89
1695,4628_g,1899,22.0,1236.0,B3L1K0,842.0,66.0,467.0,1.0,Putative uncharacterized protein,22,0.5,170.0,2e-68,266.0,423.0,0.41
1696,4629_g,147,,,,,,,,,0,,,,,,
1697,4630_g,234,1.0,225.0,Q8IKG0,82.0,1.0,79.0,1.0,Putative uncharacterized protein,6,0.96,43.0,5e-17,92.0,79.0,0.55
1698,4631_g,552,286.0,534.0,Q8I444,100.0,21.0,98.0,1.0,"Small ubiquitin-related modifier, putative ",30,0.83,62.0,4.9999999999999996e-26,122.0,83.0,0.75
1699,4632_g,2688,2411.0,2685.0,Q4H479,246.0,142.0,233.0,2.0,Envelope protein (Fragment),30,0.21,30.0,4e-19,64.0,52.0,0.58
1700,4633_g,357,,,,,,,,,0,,,,,,
1701,4634_g,63,,,,,,,,,0,,,,,,
1702,4635_g,2427,1.0,2403.0,B3L5J3,860.0,1.0,859.0,1.0,"Protein phosphatase 2C, putative",30,1.03,408.0,0.0,684.0,889.0,0.46
1703,4636_g,588,7.0,573.0,Q4XXW2,217.0,30.0,213.0,1.0,"25 kDa ookinete surface antigen (Pfs25), ",30,0.9,61.0,5e-18,95.0,196.0,0.32
1704,4637_g,78,,,,,,,,,0,,,,,,
1705,4638_g,1645,91.0,702.0,D6WIJ6,131.0,13.0,131.0,1.0,Putative uncharacterized protein,30,0.68,45.0,5e-15,88.0,89.0,0.51
1706,4639_g,2073,1279.0,1992.0,B3LB80,1495.0,1033.0,1494.0,1.0,Krox-like protein. putative,30,0.16,118.0,6e-68,264.0,246.0,0.48
1707,4640_g,114,16.0,105.0,Q4YA16,36.0,7.0,36.0,-1.0,Putative uncharacterized protein (Fragment) ,2,0.83,28.0,3e-08,62.0,30.0,0.94
1708,4641_g,87,,,,,,,,,0,,,,,,
1709,4642_g,42,,,,,,,,,0,,,,,,
1710,4643_g,3192,1861.0,3180.0,Q8IDD1,1179.0,713.0,1172.0,1.0,Putative uncharacterized protein,6,0.4,138.0,1.9999999999999999e-56,226.0,471.0,0.3
1711,4644_g,342,22.0,336.0,Q8IDU1,148.0,3.0,103.0,1.0,Putative uncharacterized protein,8,0.71,65.0,2e-31,139.0,105.0,0.62
1712,4645_g,1422,586.0,1074.0,Q8IDU2,275.0,117.0,255.0,1.0,Putative uncharacterized protein,16,0.59,72.0,1.0000000000000001e-28,133.0,163.0,0.45
1713,4646_g,120,,,,,,,,,0,,,,,,
1714,4647_g,180,,,,,,,,,0,,,,,,
1715,4648_g,660,1.0,638.0,A5K5K4,242.0,1.0,230.0,1.0,Anamorsin homolog,7,0.86,98.0,7e-44,182.0,208.0,0.48
1716,4649_g,3897,3532.0,3894.0,Q8IB63,1176.0,1056.0,1176.0,1.0,Putative uncharacterized protein,6,0.1,72.0,2e-36,161.0,121.0,0.6
1717,4650_g,1959,1546.0,1956.0,Q4YUD4,511.0,376.0,511.0,1.0,"Sin3 associated polypeptide p18-like protein, ",30,0.27,85.0,1e-37,164.0,137.0,0.63
1718,4651_g,1473,517.0,1470.0,Q7RHD0,395.0,69.0,395.0,1.0,Putative uncharacterized protein PY04059 ,28,0.83,213.0,7e-89,333.0,328.0,0.65
